Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power Consumption (mW)
0.891197604479501,202.54763893800146,57.040711892554576,9.158803976308046e-13,3.2830230656388605e-06,0.4836103476337543,7.918806120779836,0.002925893545598386
0.8543805347741271,262.1281255653178,36.31048993746372,8.739025187082298e-13,4.96724583955486e-06,0.782251202767074,7.597680239573679,0.004244048962114293
0.9522546388539005,598.1177591897094,77.65044075417333,7.815221439388766e-13,4.069720529320889e-06,0.10838742811347553,11.153259843544252,0.003875456195222568
1.1182747006215574,224.3364390888401,59.251686119780985,6.823229969495242e-13,3.415893319619582e-06,0.5854433294348554,6.267511832698462,0.003820019144790635
1.1284671572718914,911.4172581694154,27.91619762913136,6.393325226795019e-13,4.496614327016e-06,0.6121032240327289,7.723481401936799,0.005074735786360093
0.8274182760802608,908.8392007130071,85.93741153602444,1.398884044753437e-12,3.721792269349546e-06,0.7095362073596759,2.503407745588346,0.0030800965238972264
0.9984607772801425,213.9788857775448,29.912366419123675,7.034465856629884e-13,2.2689224593584926e-06,0.311140295639534,9.52591449819794,0.0022654767719780195
0.9626325965015305,492.22539885454137,97.06341187715053,1.2722701354326148e-12,2.7251136413606804e-06,0.38333414830351986,0.7145242159584901,0.0026235056752510443
0.9218926560915308,656.3943142388614,69.33377790263805,1.4648402267527539e-12,3.388506400177506e-07,0.6783705273099058,8.723319301834074,0.00031293826488279063
1.079664670433935,874.4223569609296,57.68607405783614,1.4892360881934992e-12,8.753208515793403e-07,0.8152713161055671,12.581926477386416,0.0009462905544252687
1.0983767213574336,740.3302295449157,93.16853784125671,5.551774096512203e-13,1.0047514537843657e-06,0.12792600661647616,4.80204190868841,0.001103659041098139
0.9678949705865193,175.19837057299833,55.47294306128545,7.082799222167049e-13,2.7577090897187262e-06,0.4975065981094835,7.954926249391647,0.0026692305932215455
0.8937107840086586,557.8942333291416,42.97313054842757,1.4633723711089394e-12,3.37861387220395e-06,0.6843705942138277,3.249287752758374,0.0030199499168027913
0.8332712553144329,208.69981494516912,32.084799359879916,1.0163017009785278e-12,3.762568162603079e-06,0.5991721102926961,13.201389483197227,0.0031353281367915006
0.8848442279844125,263.32895889023206,80.0818197148266,1.3505978672272935e-12,1.4929584762571275e-06,0.7226053674101363,11.715610671087381,0.0013212369049456173
1.194101757532753,235.4358019067281,35.436132560370126,7.830585203016718e-13,1.8356834397686144e-06,0.10691893733144645,14.524389454470331,0.002192020928024501
1.0794752098120968,330.08996419781806,55.498099109034804,1.0229782861515166e-12,1.9176956182586435e-06,0.8286224677756941,6.0041176579135795,0.0020704309273099322
0.9299069427928196,306.708977664147,98.81865238873537,5.282635397759386e-13,3.088849173396235e-06,0.1881272947638145,2.3270781318945577,0.0028723686493056515
0.8080041373881202,104.72939500435034,27.2285737406391,5.428447809072709e-13,2.050040184130469e-06,0.27502799712182063,5.4283123329579315,0.0016564511587697321
1.1092485168268498,672.0832812055997,50.97132995555397,8.761646949682075e-13,3.0634048827730814e-06,0.6532460822515389,14.391723158994758,0.003398550630136725
1.1499562489120274,559.8616137902169,23.125170590803535,1.0199161910836788e-12,2.5113389374140014e-07,0.15881735186772625,0.7675390482791921,0.00028891291432696863
1.0750154333277187,145.91257166747948,58.32158399115642,1.36838676658064e-12,4.567612002246664e-06,0.6071101169387342,4.097711985949781,0.004910393483065165
1.195321538097731,542.8191667781539,87.07721500403858,1.0706357184793554e-12,1.8880472847067626e-06,0.326855019652453,1.6064094352836897,0.002257094991673547
1.0470686135782874,381.3823768335805,40.80733382100742,9.572507928284118e-13,4.859721905224129e-06,0.27040083801552706,3.329088273162987,0.005088570506934845
1.065706175190031,809.9095306697387,37.962797882335494,1.2201722427249353e-12,2.2514576123432397e-07,0.4810128572803569,12.161475796185153,0.00024047909819642594
0.8763308994675079,174.71371121588112,79.27522148875214,1.4622492619753608e-12,3.5400891839041632e-06,0.8597070162729394,9.80377916489514,0.003102458207668159
0.9529712006079754,105.4373301514876,95.69925698200339,9.361795658601907e-13,2.5076466483761357e-06,0.1714241677503366,11.50831872392629,0.002389730404064464
1.0376176041076448,913.910535283481,73.60289670226598,6.644851621470471e-13,2.8500807261926816e-06,0.5476978723810108,5.343691474260255,0.002957652034927977
0.9717261892861483,646.1356486341829,54.68534472082819,1.0991404659217705e-12,3.3867972977554015e-06,0.5483331264721261,0.8952285624711247,0.0032914073452143685
1.1238354092720777,529.5022682838244,83.43525006884445,1.4016162881406333e-12,4.60164071556019e-06,0.6999718824810297,12.159481037043143,0.005172142896445103
1.1405635527146425,183.0796124251441,87.88375665749258,5.381439079379672e-13,9.903082678594078e-07,0.8655015684618522,4.239570634699131,0.0011296204453113913
1.1644164185199708,843.4554864865145,91.46869930227712,8.369267040552533e-13,2.6739130319705226e-06,0.4233868891311494,5.568446217140541,0.0031139534680332225
1.1627535170157912,211.01366981284744,51.27309971646206,5.27538736799874e-13,4.660456853441826e-06,0.42478631185290117,8.14365262877605,0.005419026528134626
1.0726749049128286,229.02588046733388,79.6192725929943,1.474317259227567e-12,1.8819331254999518e-06,0.6692951645767075,1.0814894159626136,0.002018962470030531
1.1735383560564303,143.80434566371963,42.84992735063301,1.0674168703266825e-12,1.5169763401851133e-06,0.2190788947800396,9.274411167424667,0.0017802762332536455
0.949222476715202,339.88061758093124,79.57722716180297,1.1402332613294772e-12,4.86120723002943e-06,0.7711119483305054,4.346246397380135,0.004614636427782029
1.1096130516411753,776.7108909995505,68.60310973261548,7.1940292110932e-13,3.028553240043782e-06,0.508319487947791,7.077059058828048,0.0033608719154913647
1.0305232174221963,497.3629112719006,29.137344354683155,1.4306599774272867e-12,4.8304401344693304e-06,0.8688609726393243,0.8815184806469694,0.004978537270836936
1.0946884221953859,780.0002266598703,43.060713481339604,1.2628480310842847e-12,3.7866923700691257e-06,0.20656076869998366,3.9714818236709926,0.004145492118953108
0.9221401493542015,852.9209464680071,74.01183881994947,8.991746618317988e-13,4.967655910017089e-06,0.8156757391341739,10.433891075545532,0.00458140690476229
1.1363338553095583,618.4602903794673,59.148643312473865,9.615317449556697e-13,4.042481194041887e-06,0.4313573120460269,5.740426142351662,0.004593939466305603
0.9574092025287286,182.95443539413122,40.13940467384346,1.124124258131689e-12,3.730658999958562e-06,0.3592374149744988,6.432227549739906,0.0035718349807188597
1.0406275788845418,908.5523598918594,33.55352407147584,1.2471499643371083e-12,3.7833301492255177e-06,0.6701290619359007,13.68126569789029,0.003937859969575323
1.1151077703742327,827.9089536405313,99.44507974448264,1.4363416887083332e-12,4.995836639684727e-06,0.7398866047316474,2.8630126733092895,0.005571990311530464
1.1154508903029308,857.5162740147669,99.27335621394482,5.84554985812257e-13,3.175296639619131e-06,0.24700848723383528,6.134652632633057,0.003542041520315662
1.015860417609053,769.2373471291537,31.142954800215065,1.365425350030291e-12,2.1683070223261274e-07,0.7264994015970928,8.550580436967701,0.00022105719344780276
0.8121229252187671,641.2909459592886,49.112811786541776,1.3891958306201949e-12,5.86276453923947e-07,0.33900748091788935,9.19452414371195,0.0004763277405227881
0.9413260153343503,802.7165304006028,67.41988824833558,1.291569932722451e-12,1.8769575797694985e-06,0.7305132974662486,11.99551921261107,0.0017675001012815515
1.194253072846934,199.63790768344995,90.31062099752256,7.272939353103072e-13,4.055650026198308e-06,0.8928319430404442,7.299007831408728,0.004843657397033845
0.99349026184124,261.3058710473383,52.899319072629766,1.0418697563307627e-12,9.719975933480135e-07,0.41681052089168924,11.241587454396166,0.0009657821462265809
1.001928664293323,987.5676294363369,42.838547765299154,1.3874548267067903e-12,4.879236837501149e-06,0.6928375443089868,1.8959210515085703,0.004889600242572446
0.8796748838770981,555.696163128188,94.30228173095402,1.4314144346022886e-12,4.915398772778886e-07,0.31972358776567833,8.021832018813186,0.00043259208299669045
